product_type,weight,battery,screen_size,ram,storage,composition
Tablet,9569,646,10.548510308384895,39,264,33.97041665455573
Mobile Phone,2131,3336,12.379989376135422,36,343,25.68691763351756
Mobile Phone,9577,645,16.59257759115947,44,218,95.83287252232662
Laptop,9572,3495,5.508212877810364,59,74,78.52077509712014
Laptop,3758,43,3.113916069957963,21,239,2.3633127277949195
Tablet,271,2739,5.456776373809735,27,212,39.35002359939891
Mobile Phone,3728,1304,5.4638652966479775,63,255,70.10305084013119
Mobile Phone,7601,3782,12.129947293839106,62,243,74.77361126599831
Tablet,4117,3831,11.093277902777727,39,12,36.240007231705285
Mobile Phone,8074,1186,18.828245747809945,14,267,90.6096334711058
Mobile Phone,7052,3370,9.89450874555202,8,405,77.06331637241765
Desktop Computer,2168,2240,14.840348406017002,59,387,78.27815606622407
Tablet,1361,960,15.198793146620464,32,374,56.63327647921616
Tablet,9327,4887,5.164305294563273,21,181,25.665328515374554
Laptop,1059,4740,13.807782874126096,17,264,83.74182336695534
Tablet,986,1814,8.448520811989564,44,162,1.30710674983191
Laptop,8893,3307,17.610900262522726,44,386,11.95318559147507
Tablet,914,3077,9.845756213367714,43,300,2.796811526495935
Mobile Phone,6535,4720,10.425599732909522,56,501,54.66299090999508
Tablet,7814,2984,16.038011374166466,54,455,0.7632492788524625
Tablet,3080,3585,11.87246052448178,46,108,40.344804545620214
Laptop,2150,2030,7.967464969259291,44,506,70.65085363112972
Desktop Computer,427,4168,11.412830729357463,63,480,15.191139108685213
Desktop Computer,5170,2352,14.166974921620406,46,46,70.66924137145702
Desktop Computer,7297,2672,4.688847037209069,3,85,88.24513592539401
Laptop,4301,4602,6.403981671344441,45,318,64.69858213820736
Laptop,2377,2501,18.00071530928819,53,184,63.482862413665075
Mobile Phone,537,3799,18.801670344529196,10,450,73.15168961226372
Desktop Computer,1727,1864,14.087433110955871,11,350,62.5423281607948
Mobile Phone,8756,1993,18.58750253087679,3,290,67.86236885311358
Laptop,5183,2914,7.629856936037702,63,111,27.533928754716573
Mobile Phone,1767,4571,15.779509857307067,45,498,47.747765685006094
Laptop,6152,111,16.144159392878777,46,40,55.504230278331036
Tablet,4654,4358,15.153752323387664,60,135,9.25999330043863
Desktop Computer,4567,2875,10.661949863721023,25,117,48.99926884031902
Desktop Computer,9979,2205,19.5096295673735,43,351,35.25114748782562
Laptop,2543,4744,9.579068423718645,13,501,84.53546109316342
Laptop,9877,2625,9.770391681272773,11,131,31.61065237526136
Mobile Phone,9412,3289,11.378539874671066,63,37,87.08639428373677
Laptop,5252,1546,3.2655189971159837,5,100,10.22934019482028
Laptop,8879,1973,13.14958071962795,1,164,26.76799501513991
Mobile Phone,7452,3545,11.708079291125756,63,178,14.478320196595751
Tablet,5177,4398,13.229463771678097,10,457,46.75459646806777
Laptop,8092,3847,11.378670794805505,19,417,70.40600155634496
Tablet,3355,4149,16.16114186318881,62,405,71.32841774965392
Mobile Phone,3699,3286,3.956629250076414,48,345,63.11285087617773
Laptop,7990,2151,3.3227573639618537,9,251,8.330971801609676
Laptop,4754,573,9.72289158554482,60,425,25.899130569116025
Tablet,7055,4218,12.240031165310873,9,371,29.309851079847682
Laptop,819,1400,16.647902095336452,20,415,71.20938294342398
Laptop,7154,3426,5.840870918678135,24,278,91.65826996255659
Desktop Computer,6872,1864,12.807098197019258,43,34,55.75870145706995
Tablet,7493,25,3.529139228310362,32,463,98.8046570154178
Desktop Computer,812,606,11.673762136150103,21,284,63.38584534150341
Desktop Computer,375,360,11.171268256210213,2,354,10.539944798641676
Laptop,9882,2065,17.790932586472174,11,282,85.99678724854975
Mobile Phone,9429,4145,17.3215254917732,51,265,10.787936065970305
Tablet,6706,1959,15.356431336422123,40,178,31.2167423791458
Desktop Computer,9922,113,8.695560494274282,18,354,24.762976890502518
Tablet,3135,3459,16.622588766608565,33,101,5.739621403305318
Mobile Phone,6940,2273,6.155632838698287,57,78,44.03782372058173
Mobile Phone,566,4112,11.981659031833612,31,128,25.832416919866308
Tablet,8664,125,9.479846095624431,27,291,25.78640519937401
Desktop Computer,5138,4916,7.911181871342962,6,474,62.042258814427385
Laptop,9240,1815,6.496128371387948,52,476,85.27079673565987
Mobile Phone,8661,803,14.095655405707245,47,60,48.3038285695388
Desktop Computer,1601,688,4.4606849595248645,53,120,77.1336982429425
Mobile Phone,2768,4939,13.02591186064264,13,272,14.421006462610574
Tablet,6170,395,15.638759033425734,8,288,9.437970090357473
Mobile Phone,5342,2275,7.647358375969281,44,101,5.422680340266661
Laptop,6564,2362,9.224737880830718,51,56,5.353907313484029
Mobile Phone,2976,3209,18.53077461946647,8,487,80.73129226872241
Mobile Phone,2999,38,14.43210087991157,13,130,64.79429627266616
Desktop Computer,6733,3352,10.183097714305877,3,306,5.309948335835046
Tablet,2283,1066,18.76665981612038,16,46,19.437970729687294
Tablet,9571,2681,11.315331927730357,63,188,68.37277020468535
Laptop,8329,1819,17.556051405653932,12,369,4.408213649058245
Laptop,6668,2186,13.31901503918375,46,71,36.51047706584001
Laptop,7308,3568,4.137820222884201,1,382,75.13664880283363
Mobile Phone,2287,3827,18.606366442384726,34,469,96.38378746542716
Mobile Phone,6422,2417,17.72990393319115,6,373,86.09852763094271
Laptop,1495,23,13.520883100792895,1,11,26.505893811673566
Desktop Computer,1861,1095,15.860168397412053,4,107,32.778830641984854
Desktop Computer,7998,3614,18.261464892979433,53,156,84.51553500624563
Desktop Computer,8086,262,11.763633786884595,29,37,57.73251432734874
Tablet,7204,3000,4.119558997173273,14,74,54.37738537269426
Mobile Phone,8902,4910,10.603238858862618,28,442,7.957065970648747
Tablet,5633,4833,8.594090909281366,30,50,17.23424994058863
Laptop,5302,2413,12.617205924404054,50,390,73.61030700172468
Mobile Phone,3388,2804,10.146227663964584,62,133,55.550412768390665
Laptop,5550,1927,3.7499322949852685,6,61,87.67584339769114
Laptop,2925,1632,10.948654456820044,26,282,68.57860354625936
Laptop,3434,2844,12.132249908080668,33,228,2.2656854314306973
Desktop Computer,327,4136,7.571748162447859,39,378,82.19957370832827
Laptop,5452,156,11.945753141114459,12,453,62.57178018216308
Mobile Phone,5355,2409,17.910874289080898,35,26,28.926574424154538
Desktop Computer,9610,1957,3.269047833923189,47,272,43.00862645118878
Tablet,1655,850,8.15794394490933,17,316,97.19022984030121
Mobile Phone,2092,398,15.46150787624623,14,394,76.12305401665728
Desktop Computer,6318,4157,5.251226342950052,46,113,30.63852351325914
Tablet,2392,4336,8.409812259305223,22,42,92.68199619589329
Tablet,5997,2501,12.539707172004247,46,84,38.479045582310334
Desktop Computer,9148,3466,9.537073138545843,24,107,15.064984471403664
Laptop,3651,1737,15.061366385817246,16,477,41.103891116701206
Tablet,2680,4950,9.161385355843203,54,257,90.76847262913563
Laptop,6080,942,12.658708383103072,38,476,25.71971258541633
Tablet,7367,656,3.5806515712071927,44,14,27.144756930872525
Laptop,3897,1430,6.996158456485556,42,91,13.16271900985485
Mobile Phone,8995,3826,8.7812766956065,38,207,43.468156563273176
Desktop Computer,4740,1330,14.668400952825511,6,21,41.27046823775922
Tablet,8138,4480,14.131824754137233,38,160,42.16962006191876
Mobile Phone,640,3227,8.54572001975975,12,453,81.13550586034751
Laptop,1784,3703,8.872802478185527,49,379,93.1991427309222
Tablet,9959,2594,11.790370339299221,12,406,27.257632065388925
Desktop Computer,2337,4897,6.912028155013601,59,216,75.80728051085282
Desktop Computer,6117,4177,14.045822241324844,9,479,39.952151512506596
Tablet,7420,114,19.719917233803802,23,80,29.865519814660512
Desktop Computer,4972,3302,11.035243733768803,40,437,89.17474364521242
Laptop,7746,2723,9.185676394253719,18,48,57.95216973359716
Mobile Phone,2869,1461,17.121248032253206,63,93,72.21623536954718
Laptop,1770,1709,10.96677205395502,43,12,42.087548785663685
Tablet,5489,4643,12.48468964808399,9,356,13.833915161827603
Desktop Computer,3385,4442,14.115353936245583,55,22,82.16072552592458
Tablet,3234,1795,8.487149734656878,10,277,73.41897864010193
Laptop,732,2432,14.154195939832249,34,177,15.019275524653109
Desktop Computer,4750,4842,16.55042554702908,37,54,80.49527074615152
Mobile Phone,2971,4885,16.826556584247754,11,27,45.03628161289029
Tablet,8578,1636,4.577489516300704,26,199,33.338787838119174
Mobile Phone,6297,2662,5.213930717091018,31,245,80.35264692782468
Laptop,2361,4203,15.948452730530411,44,473,23.589053722499198
Laptop,4492,3426,16.178125330147225,11,497,93.94677126365102
Desktop Computer,558,2866,10.318573819964463,9,433,80.49099432266878
Mobile Phone,3358,4325,11.480820746877173,22,62,88.30360806318987
Laptop,1157,2333,13.962194509261185,44,407,12.809284966894152
Mobile Phone,2964,3791,18.3221927679083,64,409,17.549072029921597
Mobile Phone,5336,4303,5.009411470661255,32,432,23.775872342419447
Desktop Computer,2133,600,15.401487701751202,34,358,44.89307714677212
